sessionid,medium,session_start_time,session_end_time,userid,log_in_status,session_with_order,member_tier,eventaction,pagetype,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Product,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Other,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Product,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Product,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Product,10,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Product,10,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Other,10,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Other,10,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Other,10,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Product,10,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Other,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Other,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,60,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Other,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,420,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Other,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Homepage,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Other,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Homepage,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Product,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Category,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,20,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,60,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,15,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Checkout,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,OrderPlacedEvent,NULL,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Homepage,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
377E2D399D2A777D92E1FB587E05DB2D.twpfa115n,organic,2/1/20 11:18 PM,50:00.0,49f8496e-e756-4ef9-a2fd-12c2841bdaed,N,Y,anonymous,Pageview,Homepage,30,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,60,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Product,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Product,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,12,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,12,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Product,12,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,12,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,12,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,MyAccount,20,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,MyAccount,20,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Homepage,20,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Checkout,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Checkout,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,MyAccount,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,MyAccount,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Checkout,60,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Checkout,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Checkout,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,OrderPlacedEvent,NULL,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Checkout,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Product,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Product,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Homepage,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
9C693912B938BE99BCAEB65FE4A01E08.twpfa40n,NULL,2/1/20 11:18 PM,30:00.0,b7fd0b89-31f9-46ce-8f70-0725ca106a27,N,Y,anonymous,Pageview,Other,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
31825718BA3D9B9D98DDFC44F10E49F9.twpfa44n,organic,2/1/20 11:18 PM,18:00.0,0b65e28f-9320-4b4d-b638-2097fa14a133,N,N,anonymous,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
557E7A94312A207E8B3D55D2530865AC.twpfa122n,cpc,2/1/20 11:18 PM,18:00.0,6a535477-62e9-4923-b75e-e8fe90e5bcfa,N,N,anonymous,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
557E7A94312A207E8B3D55D2530865AC.twpfa122n,organic,2/1/20 11:18 PM,18:00.0,6a535477-62e9-4923-b75e-e8fe90e5bcfa,N,N,anonymous,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
557E7A94312A207E8B3D55D2530865AC.twpfa122n,organic,2/1/20 11:18 PM,18:00.0,6a535477-62e9-4923-b75e-e8fe90e5bcfa,N,N,anonymous,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
557E7A94312A207E8B3D55D2530865AC.twpfa122n,cpc,2/1/20 11:18 PM,18:00.0,6a535477-62e9-4923-b75e-e8fe90e5bcfa,N,N,anonymous,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
BCB0FFFC64BA741B553DA10DB8DCAB9B.twpfa117n,organic,2/1/20 11:18 PM,18:00.0,722e036a-2951-4e94-a6bb-36937902a563,N,N,anonymous,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
0BE95AD4D446633F4597EF21F0BD8084.twpfa48n,organic,2/1/20 11:19 PM,24:00.0,76147068-dd16-47b8-9218-f8aca32fe4dc,N,N,anonymous,Pageview,Category,300,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
0BE95AD4D446633F4597EF21F0BD8084.twpfa48n,organic,2/1/20 11:19 PM,24:00.0,76147068-dd16-47b8-9218-f8aca32fe4dc,N,N,anonymous,Pageview,Product,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
20A0979BB1B3F19C9CC93D15FE56D112.twpfa113n,organic,2/1/20 11:19 PM,21:00.0,a5935221-da18-4106-87ad-30072f50bc02,N,N,anonymous,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
